1	empty-hypothesis	s-sent	r-sent	empty
2	empty-hypothesis	s-sent	r-sent	empty
3	empty-hypothesis	s-sent	r-sent	empty
4	empty-hypothesis	s-sent	r-sent	empty
5	empty-hypothesis	s-sent	r-sent	empty
6	empty-hypothesis	s-sent	r-sent	empty
7	empty-hypothesis	s-sent	r-sent	empty
8	empty-hypothesis	s-sent	r-sent	empty
9	empty-hypothesis	s-sent	r-sent	empty
10	empty-hypothesis	s-sent	r-sent	empty
11	empty-hypothesis	s-word	r-word	empty
12	empty-hypothesis	s-word	r-word	empty
13	empty-hypothesis	s-word	r-word	empty
14	empty-hypothesis	s-word	r-word	empty
15	empty-hypothesis	s-word	r-word	empty
16	empty-hypothesis	s-word	r-word	empty
17	empty-hypothesis	s-word	r-word	empty
18	empty-hypothesis	s-word	r-word	empty
19	empty-hypothesis	s-word	r-word	empty
20	empty-hypothesis	s-word	r-word	empty
21	empty-hypothesis	s-phrase	r-phrase	empty
22	empty-hypothesis	s-phrase	r-phrase	empty
23	empty-hypothesis	s-phrase	r-phrase	empty
24	empty-hypothesis	s-phrase	r-phrase	empty
25	empty-hypothesis	s-phrase	r-phrase	empty
26	empty-hypothesis	s-phrase	r-phrase	empty
27	empty-hypothesis	s-phrase	r-phrase	empty
28	empty-hypothesis	s-phrase	r-phrase	empty
29	empty-hypothesis	s-phrase	r-phrase	empty
30	empty-hypothesis	s-phrase	r-phrase	empty
31	empty-hypothesis	s-punct	r-punct	empty
32	empty-hypothesis	s-punct	r-punct	empty
33	empty-hypothesis	s-punct	r-punct	empty
34	empty-hypothesis	s-punct	r-punct	empty
35	empty-hypothesis	s-punct	r-punct	empty
36	empty-hypothesis	s-punct	r-punct	empty
37	empty-hypothesis	s-punct	r-punct	empty
38	empty-hypothesis	s-punct	r-punct	empty
39	empty-hypothesis	s-punct	r-punct	empty
40	empty-hypothesis	s-punct	r-punct	empty
41	empty-source-and-reference	empty	empty	r-sent
42	empty-source-and-reference	empty	empty	r-sent
43	empty-source-and-reference	empty	empty	r-sent
44	empty-source-and-reference	empty	empty	r-sent
45	empty-source-and-reference	empty	empty	r-sent
46	empty-source-and-reference	empty	empty	r-sent
47	empty-source-and-reference	empty	empty	r-sent
48	empty-source-and-reference	empty	empty	r-sent
49	empty-source-and-reference	empty	empty	r-sent
50	empty-source-and-reference	empty	empty	r-sent
51	empty-source-and-reference	empty	empty	r-word
52	empty-source-and-reference	empty	empty	r-word
53	empty-source-and-reference	empty	empty	r-word
54	empty-source-and-reference	empty	empty	r-word
55	empty-source-and-reference	empty	empty	r-word
56	empty-source-and-reference	empty	empty	r-word
57	empty-source-and-reference	empty	empty	r-word
58	empty-source-and-reference	empty	empty	r-word
59	empty-source-and-reference	empty	empty	r-word
60	empty-source-and-reference	empty	empty	r-word
61	empty-source-and-reference	empty	empty	r-phrase
62	empty-source-and-reference	empty	empty	r-phrase
63	empty-source-and-reference	empty	empty	r-phrase
64	empty-source-and-reference	empty	empty	r-phrase
65	empty-source-and-reference	empty	empty	r-phrase
66	empty-source-and-reference	empty	empty	r-phrase
67	empty-source-and-reference	empty	empty	r-phrase
68	empty-source-and-reference	empty	empty	r-phrase
69	empty-source-and-reference	empty	empty	r-phrase
70	empty-source-and-reference	empty	empty	r-phrase
71	empty-source-and-reference	empty	empty	punct
72	empty-source-and-reference	empty	empty	punct
73	empty-source-and-reference	empty	empty	punct
74	empty-source-and-reference	empty	empty	punct
75	empty-source-and-reference	empty	empty	punct
76	empty-source-and-reference	empty	empty	punct
77	empty-source-and-reference	empty	empty	punct
78	empty-source-and-reference	empty	empty	punct
79	empty-source-and-reference	empty	empty	punct
80	empty-source-and-reference	empty	empty	punct
81	untranslated	s-sent	r-sent	s-sent
82	untranslated	s-sent	r-sent	s-sent
83	untranslated	s-sent	r-sent	s-sent
84	untranslated	s-sent	r-sent	s-sent
85	untranslated	s-sent	r-sent	s-sent
86	untranslated	s-sent	r-sent	s-sent
87	untranslated	s-sent	r-sent	s-sent
88	untranslated	s-sent	r-sent	s-sent
89	untranslated	s-sent	r-sent	s-sent
90	untranslated	s-sent	r-sent	s-sent
91	untranslated	s-word	r-word	s-word
92	untranslated	s-word	r-word	s-word
93	untranslated	s-word	r-word	s-word
94	untranslated	s-word	r-word	s-word
95	untranslated	s-word	r-word	s-word
96	untranslated	s-word	r-word	s-word
97	untranslated	s-word	r-word	s-word
98	untranslated	s-word	r-word	s-word
99	untranslated	s-word	r-word	s-word
100	untranslated	s-word	r-word	s-word
101	untranslated	s-phrase	r-phrase	s-phrase
102	untranslated	s-phrase	r-phrase	s-phrase
103	untranslated	s-phrase	r-phrase	s-phrase
104	untranslated	s-phrase	r-phrase	s-phrase
105	untranslated	s-phrase	r-phrase	s-phrase
106	untranslated	s-phrase	r-phrase	s-phrase
107	untranslated	s-phrase	r-phrase	s-phrase
108	untranslated	s-phrase	r-phrase	s-phrase
109	untranslated	s-phrase	r-phrase	s-phrase
110	untranslated	s-phrase	r-phrase	s-phrase
111	wrong-language	s-sent	r-sent	wl-sent
112	wrong-language	s-sent	r-sent	wl-sent
113	wrong-language	s-sent	r-sent	wl-sent
114	wrong-language	s-sent	r-sent	wl-sent
115	wrong-language	s-sent	r-sent	wl-sent
116	wrong-language	s-sent	r-sent	wl-sent
117	wrong-language	s-sent	r-sent	wl-sent
118	wrong-language	s-sent	r-sent	wl-sent
119	wrong-language	s-sent	r-sent	wl-sent
120	wrong-language	s-sent	r-sent	wl-sent
121	wrong-language	s-word	r-word	wl-word
122	wrong-language	s-word	r-word	wl-word
123	wrong-language	s-word	r-word	wl-word
124	wrong-language	s-word	r-word	wl-word
125	wrong-language	s-word	r-word	wl-word
126	wrong-language	s-word	r-word	wl-word
127	wrong-language	s-word	r-word	wl-word
128	wrong-language	s-word	r-word	wl-word
129	wrong-language	s-word	r-word	wl-word
130	wrong-language	s-word	r-word	wl-word
131	wrong-language	s-phrase	r-phrase	wl-phrase
132	wrong-language	s-phrase	r-phrase	wl-phrase
133	wrong-language	s-phrase	r-phrase	wl-phrase
134	wrong-language	s-phrase	r-phrase	wl-phrase
135	wrong-language	s-phrase	r-phrase	wl-phrase
